Run	GEO_Accession	Patient_ID	Accession	Title
SRR1295305	GSM1396212	CSC	GSM1396212	CSC8_D10
SRR1295306	GSM1396213	CSC	GSM1396213	CSC8_D11
SRR1295307	GSM1396214	CSC	GSM1396214	CSC8_D12
SRR1295308	GSM1396215	CSC	GSM1396215	CSC8_E01
SRR1295309	GSM1396216	CSC	GSM1396216	CSC8_E02
SRR1295310	GSM1396217	CSC	GSM1396217	CSC8_E03
SRR1295311	GSM1396218	CSC	GSM1396218	CSC8_E04
SRR1295312	GSM1396219	CSC	GSM1396219	CSC8_E05
SRR1295313	GSM1396220	CSC	GSM1396220	CSC8_E06
SRR1295314	GSM1396221	CSC	GSM1396221	CSC8_E07
SRR1295315	GSM1396222	CSC	GSM1396222	CSC8_E08
SRR1295316	GSM1396223	CSC	GSM1396223	CSC8_E09
SRR1295317	GSM1396224	CSC	GSM1396224	CSC8_E10
SRR1295318	GSM1396225	CSC	GSM1396225	CSC8_E11
SRR1295319	GSM1396226	CSC	GSM1396226	CSC8_E12
SRR1295320	GSM1396227	CSC	GSM1396227	CSC8_F01
SRR1295321	GSM1396228	CSC	GSM1396228	CSC8_F02
SRR1295322	GSM1396229	CSC	GSM1396229	CSC8_F03
SRR1295323	GSM1396230	CSC	GSM1396230	CSC8_F04
SRR1295324	GSM1396231	CSC	GSM1396231	CSC8_F05
SRR1295325	GSM1396232	CSC	GSM1396232	CSC8_F06
SRR1295326	GSM1396233	CSC	GSM1396233	CSC8_F07
SRR1295327	GSM1396234	CSC	GSM1396234	CSC8_F08
SRR1295328	GSM1396235	CSC	GSM1396235	CSC8_F09
SRR1295329	GSM1396236	CSC	GSM1396236	CSC8_F10
SRR1295330	GSM1396237	CSC	GSM1396237	CSC8_F11
SRR1295331	GSM1396238	CSC	GSM1396238	CSC8_F12
SRR1295332	GSM1396239	CSC	GSM1396239	CSC8_G01
SRR1295333	GSM1396240	CSC	GSM1396240	CSC8_G02
SRR1295334	GSM1396241	CSC	GSM1396241	CSC8_G03
SRR1295335	GSM1396242	CSC	GSM1396242	CSC8_G04
SRR1295336	GSM1396243	CSC	GSM1396243	CSC8_G05
SRR1295337	GSM1396244	CSC	GSM1396244	CSC8_G06
SRR1295338	GSM1396245	CSC	GSM1396245	CSC8_G07
SRR1295339	GSM1396246	CSC	GSM1396246	CSC8_G08
SRR1295340	GSM1396247	CSC	GSM1396247	CSC8_G09
SRR1295341	GSM1396248	CSC	GSM1396248	CSC8_G10
SRR1295342	GSM1396249	CSC	GSM1396249	CSC8_G11
SRR1295343	GSM1396250	CSC	GSM1396250	CSC8_G12
SRR1295344	GSM1396251	CSC	GSM1396251	CSC8_H01
SRR1295345	GSM1396252	CSC	GSM1396252	CSC8_H02
SRR1295346	GSM1396253	CSC	GSM1396253	CSC8_H03
SRR1295347	GSM1396254	CSC	GSM1396254	CSC8_H04
SRR1295348	GSM1396255	CSC	GSM1396255	CSC8_H05
SRR1295349	GSM1396256	CSC	GSM1396256	CSC8_H06
SRR1295350	GSM1396257	CSC	GSM1396257	CSC8_H07
SRR1295351	GSM1396258	CSC	GSM1396258	CSC8_H08
SRR1295352	GSM1396259	CSC	GSM1396259	CSC8_H09
SRR1295353	GSM1396260	CSC	GSM1396260	CSC8_H10
SRR1295354	GSM1396261	CSC	GSM1396261	CSC8_H11
SRR1295355	GSM1396262	CSC	GSM1396262	CSC8_H12
SRR1295356	GSM1396263	MGH26	GSM1396263	PopulationmRNA-seq_MGH26Tumor
SRR1295357	GSM1396264	MGH28	GSM1396264	PopulationmRNA-seq_MGH28Tumor
SRR1295358	GSM1396265	MGH29	GSM1396265	PopulationmRNA-seq_MGH29Tumor
SRR1295359	GSM1396266	MGH30	GSM1396266	PopulationmRNA-seq_MGH30Tumor
SRR1295360	GSM1396267	MGH31	GSM1396267	PopulationmRNA-seq_MGH31Tumor
SRR1295361	GSM1396268	CSC	GSM1396268	PopulationmRNA-seq_MGH26GSC
SRR1295362	GSM1396269	CSC	GSM1396269	PopulationmRNA-seq_MGH28GSC
SRR1295363	GSM1396270	CSC	GSM1396270	PopulationmRNA-seq_MGH31GSC
SRR1295364	GSM1396271	CSC	GSM1396271	PopulationmRNA-seq_MGH26DGC
SRR1295365	GSM1396272	CSC	GSM1396272	PopulationmRNA-seq_MGH28DGC
SRR1295366	GSM1396273	CSC	GSM1396273	PopulationmRNA-seq_MGH31DGC
